Id,SalePrice
1604,237725.4
1605,231483.06
1606,148676.73
1607,161726.11
1608,202316.44
1609,176271.48
1610,152868.92
1611,120118.84
1612,217525.36
1613,157473.69
1614,119285.15
1615,87027.836
1616,78560.195
1617,89433.03
1618,118892.305
1619,123841.82
1620,187413.14
1621,141310.2
1622,146262.72
1623,268031.4
1624,217115.2
1625,119928.6
1626,174232.64
1627,178816.83
1628,239630.81
1629,172354.73
1630,308797.97
1631,194610.5
1632,214831.84
1633,146303.88
1634,181003.55
1635,176079.11
1636,166012.6
1637,195849.19
1638,181824.14
1639,172518.03
1640,227316.2
1641,174232.64
1642,222314.84
1643,200747.34
1644,210011.4
1645,179604.56
1646,150298.95
1647,141805.52
1648,139007.44
1649,119266.836
1650,110337.38
1651,118284.87
1652,93260.34
1653,91770.516
1654,151016.77
1655,131566.88
1656,142482.78
1657,142482.78
1658,151016.77
1659,115357.71
1660,137196.9
1661,442661.4
1662,347811.06
1663,369690.12
1664,264034.06
1665,267294.47
1666,314728.75
1667,359612.7
1668,296856.22
1669,290473.56
1670,317153.66
1671,237513.75
1672,325989.34
1673,267668.94
1674,229364.47
1675,179941.8
1676,185905.38
1677,191716.16
1678,356953.7
1679,377095.6
1680,296291.38
1681,253561.12
1682,287497.94
1683,170724.86
1684,172052.39
1685,170421.14
1686,160038.23
1687,148418.19
1688,183676.08
1689,185434.19
1690,176079.11
1691,151891.78
1692,256737.52
1693,135392.78
1694,176079.11
1695,167870.06
1696,268680.7
1697,167870.06
1698,340065.2
1699,275257.5
1700,215188.84
1701,246287.75
1702,208143.72
1703,231234.4
1704,278740.78
1705,236353.45
1706,410453.44
1707,230592.9
1708,182843.12
1709,230121.9
1710,214656.95
1711,239366.78
1712,238587.56
1713,292166.9
1714,218149.64
1715,186572.31
1716,170507.95
1717,172608.22
1718,138014.22
1719,202484.36
1720,217985.14
1721,155943.34
1722,137493.6
1723,169984.02
1724,211959.12
1725,212324.11
1726,182251.03
1727,170846.2
1728,180390.6
1729,148300.05
1730,145682.2
1731,111718.32
1732,120673.305
1733,116802.26
1734,119041.16
1735,126013.36
1736,109298.45
1737,248112.92
1738,187291.64
1739,268017.88
1740,211808.6
1741,190866.39
1742,168681.94
1743,168681.94
1744,248130.42
1745,176555.48
1746,186125.53
1747,191113.02
1748,208971.33
1749,148341.48
1750,129554.91
1751,192902.39
1752,120430.03
1753,153492.12
1754,191571.58
1755,152600.77
1756,113014.11
1757,108366.0
1758,139152.4
1759,152354.72
1760,156030.95
1761,139675.06
1762,172033.52
1763,169865.08
1764,120032.95
1765,166485.23
1766,174295.12
1767,199118.06
1768,140380.7
1769,141937.3
1770,120611.98
1771,137314.6
1772,129513.89
1773,129548.35
1774,153242.6
1775,119266.836
1776,120058.14
1777,105034.9
1778,122086.92
1779,117389.09
1780,144000.05
1781,130815.69
1782,107151.6
1783,128573.42
1784,100575.016
1785,113406.57
1786,145486.44
1787,158001.4
1788,65761.83
1789,111408.82
1790,91701.055
1791,152551.88
1792,130896.18
1793,130447.43
1794,136035.39
1795,132197.12
1796,122894.01
1797,100994.664
1798,117287.04
1799,99901.93
1800,114935.586
1801,130232.016
1802,132493.23
1803,155695.62
1804,134555.7
1805,130191.03
1806,106208.19
1807,126705.305
1808,112469.625
1809,110568.914
1810,133335.28
1811,90588.53
1812,95923.65
1813,111679.336
1814,98936.82
1815,65530.63
1816,97849.086
1817,119170.42
1818,151728.61
1819,109568.24
1820,91298.69
1821,116191.21
1822,145378.39
1823,60224.996
1824,121996.375
1825,135698.12
1826,108129.49
1827,100804.62
1828,131821.2
1829,95540.11
1830,122079.36
1831,147980.9
1832,116423.37
1833,144895.05
1834,124102.64
1835,130929.64
1836,131882.69
1837,90781.66
1838,111468.016
1839,87923.39
1840,145039.11
1841,140033.72
1842,65854.02
1843,132452.55
1844,132723.66
1845,133694.1
1846,152600.77
1847,169797.53
1848,73031.85
1849,105200.516
1850,110317.29
1851,139550.7
1852,130346.33
1853,121997.305
1854,149685.42
1855,125894.32
1856,223116.02
1857,158500.2
1858,130837.65
1859,112675.33
1860,153514.81
1861,112675.33
1862,314681.62
1863,310114.5
1864,310114.5
1865,301434.72
1866,301434.72
1867,239855.11
1868,299147.97
1869,172388.11
1870,196555.36
1871,258234.19
1872,185434.19
1873,204846.0
1874,149773.97
1875,201067.52
1876,181003.55
1877,211686.62
1878,215668.97
1879,122074.586
1880,122217.4
1881,223714.52
1882,214429.64
1883,178342.19
1884,193188.3
1885,230753.5
1886,285804.97
1887,198837.8
1888,258185.19
1889,159961.8
1890,123424.44
1891,137831.9
1892,101690.53
1893,115424.51
1894,136639.1
1895,153362.62
1896,122530.17
1897,112152.91
1898,110775.89
1899,129593.46
1900,120372.85
1901,159020.42
1902,137005.1
1903,172868.83
1904,139522.36
1905,179386.81
1906,88690.69
1907,204781.53
1908,112330.17
1909,133009.27
1910,123607.016
1911,216998.03
1912,298021.47
1913,162438.23
1914,44797.266
1915,261608.55
1916,76724.01
1917,257142.33
1918,122216.47
1919,136399.27
1920,173377.34
1921,391144.12
1922,277655.12
1923,188576.34
1924,240515.27
1925,195360.81
1926,362353.34
1927,119041.16
1928,145877.12
1929,114796.36
1930,129322.46
1931,148216.06
1932,139919.58
1933,157238.39
1934,179155.84
1935,174281.66
1936,178120.2
1937,172910.88
1938,157041.02
1939,240708.25
1940,174025.56
1941,174228.66
1942,173749.94
1943,181276.33
1944,331264.12
1945,338139.72
1946,161747.25
1947,266734.25
1948,168622.75
1949,234134.23
1950,142250.73
1951,226116.0
1952,195911.95
1953,162106.28
1954,166422.2
1955,121166.18
1956,244816.89
1957,160168.8
1958,281857.9
1959,124698.32
1960,109642.875
1961,111413.49
1962,97785.836
1963,97785.836
1964,107588.33
1965,146631.28
1966,113644.0
1967,252871.69
1968,403128.03
1969,382734.22
1970,446377.94
1971,399602.34
1972,307048.34
1973,233498.94
1974,308578.34
1975,238162.69
1976,246393.23
1977,355830.38
1978,428754.16
1979,278073.28
1980,179472.2
1981,307923.38
1982,189378.52
1983,185170.36
1984,173040.2
1985,225553.22
1986,220000.72
1987,170724.86
1988,170421.14
1989,170421.14
1990,205696.39
1991,192367.97
1992,194212.25
1993,170421.14
1994,204387.42
1995,172576.78
1996,238127.48
1997,313405.47
1998,284159.06
1999,236966.9
2000,273692.44
2001,252444.47
2002,255587.61
2003,246102.27
2004,239316.56
2005,240987.31
2006,192418.25
2007,229364.47
2008,186781.67
2009,179824.8
2010,177989.11
2011,141684.27
2012,172481.52
2013,182449.81
2014,184263.12
2015,185121.1
2016,188426.6
2017,182449.81
2018,119309.61
2019,128666.4
2020,101482.72
2021,111142.77
2022,173848.39
2023,135745.23
2024,247697.77
2025,323769.1
2026,167476.7
2027,150963.92
2028,137758.98
2029,160886.17
2030,234578.11
2031,202248.72
2032,250321.12
2033,234578.11
2034,145510.72
2035,184743.14
2036,171821.03
2037,171821.03
2038,226829.61
2039,185765.19
2040,268022.47
2041,214183.56
2042,185170.53
2043,168691.75
2044,170271.2
2045,184934.58
2046,134739.98
2047,142125.72
2048,116561.234
2049,137984.22
2050,154670.31
2051,106764.195
2052,132221.08
2053,141963.97
2054,82827.6
2055,175060.25
2056,132006.89
2057,126410.32
2058,211234.89
2059,140840.78
2060,177370.28
2061,176900.98
2062,140115.06
2063,109813.66
2064,135894.31
2065,106320.58
2066,153988.42
2067,131411.52
2068,156921.25
2069,87980.84
2070,108328.08
2071,88727.66
2072,153550.25
2073,129944.69
2074,152359.36
2075,143788.44
2076,117668.19
2077,140380.7
2078,119266.836
2079,114465.33
2080,108057.33
2081,119266.836
2082,116433.13
2083,142178.45
2084,107151.6
2085,119999.42
2086,108358.555
2087,110868.055
2088,101405.04
2089,78242.945
2090,133608.31
2091,120661.56
2092,132654.44
2093,132869.03
2094,97975.71
2095,141527.2
2096,80430.125
2097,103244.08
2098,149317.3
2099,54760.297
2100,64765.246
2101,100430.38
2102,124399.83
2103,96536.51
2104,131760.12
2105,119676.555
2106,84039.664
2107,178715.22
2108,107248.93
2109,109359.24
2110,113545.84
2111,119275.82
2112,137164.98
2113,117874.29
2114,103080.266
2115,140721.42
2116,105219.18
2117,136852.31
2118,103398.586
2119,91768.68
2120,121014.664
2121,102350.0
2122,99825.45
2123,79611.05
2124,158263.95
2125,150552.0
2126,144173.47
2127,173490.16
2128,118758.016
2129,93293.8
2130,128128.72
2131,159721.4
2132,114624.27
2133,100765.12
2134,113182.05
2135,91134.016
2136,65222.625
2137,97887.54
2138,125497.66
2139,131359.77
2140,127836.03
2141,131368.78
2142,121981.6
2143,116578.8
2144,109242.29
2145,129154.47
2146,119945.414
2147,126877.61
2148,123308.31
2149,122230.22
2150,197752.67
2151,108519.89
2152,115829.98
2153,159884.78
2154,99167.695
2155,117634.305
2156,231662.83
2157,222267.36
2158,211413.86
2159,207665.28
2160,159961.8
2161,226262.69
2162,266923.06
2163,294580.03
2164,239987.36
2165,163126.89
2166,142767.6
2167,218431.1
2168,189830.94
2169,184263.12
2170,201794.42
2171,123985.17
2172,117994.41
2173,137422.28
2174,233777.02
2175,260810.9
2176,300660.4
2177,241868.0
2178,178211.11
2179,137323.36
2180,227440.89
2181,190594.1
2182,206574.14
2183,178197.84
2184,125648.305
2185,120443.24
2186,138051.47
2187,127291.38
2188,130461.984
2189,195226.34
2190,82546.16
2191,82546.16
2192,88802.914
2193,99622.31
2194,97008.38
2195,118398.85
2196,95993.836
2197,105336.14
2198,152728.73
2199,144579.23
2200,119757.85
2201,128042.6
2202,153647.66
2203,139090.19
2204,194864.94
2205,108758.39
2206,161366.06
2207,176733.03
2208,198820.34
2209,209371.48
2210,115331.09
2211,101970.805
2212,109359.24
2213,91768.68
2214,133335.28
2215,101456.88
2216,168712.98
2217,96663.18
2218,61259.824
2219,81148.664
2220,65232.39
2221,261608.55
2222,261589.84
2223,268431.5
2224,214619.9
2225,129874.93
2226,213735.27
2227,204481.78
2228,253299.38
2229,194109.48
2230,152868.92
2231,186528.02
2232,182549.89
2233,174317.4
2234,236294.62
2235,250524.12
2236,234099.84
2237,345118.2
2238,174498.88
2239,131104.33
2240,159748.06
2241,145055.3
2242,113898.33
2243,129335.164
2244,111055.15
2245,111331.28
2246,135992.84
2247,92247.95
2248,120118.5
2249,120118.5
2250,121986.13
2251,130030.72
2252,169145.72
2253,144810.38
2254,171812.02
2255,175242.83
2256,167555.3
2257,202696.5
2258,160034.42
2259,167881.6
2260,145951.02
2261,167877.6
2262,185180.77
2263,309260.94
2264,345775.44
2265,176031.6
2266,266734.25
2267,327953.8
2268,343501.66
2269,134730.22
2270,165109.77
2271,212388.92
2272,184904.23
2273,155103.11
2274,153930.72
2275,150100.27
2276,163112.89
2277,187301.64
2278,143728.67
2279,130275.24
2280,110972.46
2281,170724.86
2282,183941.12
2283,93260.34
2284,106386.41
2285,118457.36
2286,119266.836
2287,326668.1
2288,249528.38
2289,335639.5
2290,446377.94
2291,316055.8
2292,388145.0
2293,403939.66
2294,436472.38
2295,292865.72
2296,256425.05
2297,287047.0
2298,297190.75
2299,382782.78
2300,315066.28
2301,277974.38
2302,225105.17
2303,210418.38
2304,218531.11
2305,174604.73
2306,174604.73
2307,179954.66
2308,214656.95
2309,258003.3
2310,185170.36
2311,176392.9
2312,170961.11
2313,172052.39
2314,181200.8
2315,183676.08
2316,175101.0
2317,163469.97
2318,178342.19
2319,165472.17
2320,170846.2
2321,229750.66
2322,158404.55
2323,168575.64
2324,149948.89
2325,205927.61
2326,148418.19
2327,205696.39
2328,210434.03
2329,180661.06
2330,174228.66
2331,318721.25
2332,375577.8
2333,298782.44
2334,229936.53
2335,262019.03
2336,280051.72
2337,164965.44
2338,246934.52
2339,211923.16
2340,356849.53
2341,196954.1
2342,214831.84
2343,229639.6
2344,201634.75
2345,216459.2
2346,179793.06
2347,170846.2
2348,196475.52
2349,169874.64
2350,260950.98
2351,227025.03
2352,229364.47
2353,255349.1
2354,135957.58
2355,138014.22
2356,169984.02
2357,198051.83
2358,193086.27
2359,128206.58
2360,113407.11
2361,129945.67
2362,268483.47
2363,133438.06
2364,143497.34
2365,179675.48
2366,170593.34
2367,197758.72
2368,191913.72
2369,201737.47
2370,165698.0
2371,167021.95
2372,161191.64
2373,237873.5
2374,280419.75
2375,224504.67
2376,262346.84
2377,278011.78
2378,121689.02
2379,175823.72
2380,122602.41
2381,146008.23
2382,180877.4
2383,208750.62
2384,236445.66
2385,148341.48
2386,127900.78
2387,128078.38
2388,85879.664
2389,122833.9
2390,136062.0
2391,133832.12
2392,107151.6
2393,148622.72
2394,131285.88
2395,174303.61
2396,140602.98
2397,211478.38
2398,116358.2
2399,55352.094
2400,58426.285
2401,110740.72
2402,124929.484
2403,136675.97
2404,134956.55
2405,148341.48
2406,128078.38
2407,120496.89
2408,128461.516
2409,139269.9
2410,158279.5
2411,117121.836
2412,148214.22
2413,138736.2
2414,131821.83
2415,136675.97
2416,119041.16
2417,118634.18
2418,115122.625
2419,135711.31
2420,123301.61
2421,161554.53
2422,109321.08
2423,121947.63
2424,155811.19
2425,231224.92
2426,130066.69
2427,129365.76
2428,142230.39
2429,104811.26
2430,119266.836
2431,106080.44
2432,129399.32
2433,144579.23
2434,140380.7
2435,136071.73
2436,104253.99
2437,105834.08
2438,130191.03
2439,102998.016
2440,108248.555
2441,96623.27
2442,103843.67
2443,107512.43
2444,122980.42
2445,85211.086
2446,111264.305
2447,132259.8
2448,128096.71
2449,102617.305
2450,139074.0
2451,116623.055
2452,184548.03
2453,95260.06
2454,119990.266
2455,106011.46
2456,123285.38
2457,116705.945
2458,104770.086
2459,98674.58
2460,115026.27
2461,109895.266
2462,135553.77
2463,105303.5
2464,173490.16
2465,118519.734
2466,108739.516
2467,115702.016
2468,83213.5
2469,85076.22
2470,181187.48
2471,168418.33
2472,180328.16
2473,120204.1
2474,116088.64
2475,184441.75
2476,107927.766
2477,120673.07
2478,164386.72
2479,102395.01
2480,114052.34
2481,119122.016
2482,126267.91
2483,114873.89
2484,115060.51
2485,113623.3
2486,140511.83
2487,235010.48
2488,122925.305
2489,133880.77
2490,128505.14
2491,88888.664
2492,174883.05
2493,134481.94
2494,155263.69
2495,88463.195
2496,250932.53
2497,134089.94
2498,113624.49
2499,81933.46
2500,115163.586
2501,128453.92
2502,138781.98
2503,90792.22
2504,186286.06
2505,207632.6
2506,224117.47
2507,244050.64
2508,229364.47
2509,206574.14
2510,214656.95
2511,170846.2
2512,182826.2
2513,208223.72
2514,174191.27
2515,145367.58
2516,164019.66
2517,132707.06
2518,157041.02
2519,208958.36
2520,183137.7
2521,182517.5
2522,203622.81
2523,121986.13
2524,125738.33
2525,127693.35
2526,124220.22
2527,113112.336
2528,117935.57
2529,145005.36
2530,102147.66
2531,245800.39
2532,215188.84
2533,178342.19
2534,213227.3
2535,280793.84
2536,216884.25
2537,196392.9
2538,178342.19
2539,180506.75
2540,175955.89
2541,183676.08
2542,165472.17
2543,118325.26
2544,119905.38
2545,115197.53
2546,129530.32
2547,125594.99
2548,137862.67
2549,147323.3
2550,173028.33
2551,144500.25
2552,111862.89
2553,71818.79
2554,96175.27
2555,113105.65
2556,97043.55
2557,109607.12
2558,145090.86
2559,139514.9
2560,115062.26
2561,120712.78
2562,113912.664
2563,139550.7
2564,151737.44
2565,126909.32
2566,138453.08
2567,120457.83
2568,185150.75
2569,202487.64
2570,115331.09
2571,190254.31
2572,137888.45
2573,198970.58
2574,261165.58
2575,115885.0
2576,115129.22
2577,167472.39
2578,89849.195
2579,81918.07
2580,131193.62
2581,107885.58
2582,104153.62
2583,225226.72
2584,143363.02
2585,200152.06
2586,190647.72
2587,191856.08
2588,113390.02
2589,127935.43
2590,207966.53
2591,196205.52
2592,198051.83
2593,261373.89
2594,162734.55
2595,180664.84
2596,289292.0
2597,218600.31
2598,257060.67
2599,281108.4
2600,159532.02
2601,156676.9
2602,84429.12
2603,100414.39
2604,83173.91
2605,92624.29
2606,146880.27
2607,161348.38
2608,193189.4
2609,157190.86
2610,107209.46
2611,122268.81
2612,137687.53
2613,125774.914
2614,125774.914
2615,144033.7
2616,124334.71
2617,182453.3
2618,196123.95
2619,182242.69
2620,176079.11
2621,177746.7
2622,176617.11
2623,215801.06
2624,251917.3
2625,318911.56
2626,168678.23
2627,158648.4
2628,370164.28
2629,396074.25
2630,289019.28
2631,392375.16
2632,362451.5
2633,239024.84
2634,363728.2
2635,139827.0
2636,162362.5
2637,161950.38
2638,228504.03
2639,176499.75
2640,139575.06
2641,101576.74
2642,213329.4
2643,94337.09
2644,123965.42
2645,93260.34
2646,93260.34
2647,93260.34
2648,131566.88
2649,130610.875
2650,110035.586
2651,146916.84
2652,403361.47
2653,227709.8
2654,217525.36
2655,349027.53
2656,270956.44
2657,307927.2
2658,276593.22
2659,254008.88
2660,342106.03
2661,314981.88
2662,325289.66
2663,255963.52
2664,258003.3
2665,261030.38
2666,229527.92
2667,172052.39
2668,180049.25
2669,172481.52
2670,228034.89
2671,178342.19
2672,174402.38
2673,189725.42
2674,185054.89
2675,167476.7
2676,183676.08
2677,192229.69
2678,211473.14
2679,235991.06
2680,262071.77
2681,360579.06
2682,303783.25
2683,378208.84
2684,280035.97
2685,304911.16
2686,238127.48
2687,301945.4
2688,203668.45
2689,179793.06
2690,408891.06
2691,178342.19
2692,142517.97
2693,172481.52
2694,143324.19
2695,178342.19
2696,178342.19
2697,179793.23
2698,179954.14
2699,176518.27
2700,172796.47
2701,155780.72
2702,108475.4
2703,114588.53
2704,127693.35
2705,119041.16
2706,105834.08
2707,111079.41
2708,122459.14
2709,95762.59
2710,122833.9
2711,263668.94
2712,387763.16
2713,170724.86
2714,149260.06
2715,167021.95
2716,133547.94
2717,173284.61
2718,207771.06
2719,150200.5
2720,144033.7
2721,129699.79
2722,149155.9
2723,138800.25
2724,121672.086
2725,127900.78
2726,137757.27
2727,169469.61
2728,155428.12
2729,153326.22
2730,132197.12
2731,114726.09
2732,115059.625
2733,164386.72
2734,156306.19
2735,126171.125
2736,137633.17
2737,120611.98
2738,136675.97
2739,152500.95
2740,121721.3
2741,144579.23
2742,141137.0
2743,129944.69
2744,148214.22
2745,125280.98
2746,130925.02
2747,140572.67
2748,109249.58
2749,122601.47
2750,114319.15
2751,129386.234
2752,195178.14
2753,127545.11
2754,252348.42
2755,111357.73
2756,96509.26
2757,67064.64
2758,86035.664
2759,144935.97
2760,134251.67
2761,138017.38
2762,143910.12
2763,174244.94
2764,153583.05
2765,216572.36
2766,135435.4
2767,86166.96
2768,136483.45
2769,127788.62
2770,122602.41
2771,113624.49
2772,108977.05
2773,156195.47
2774,135306.56
2775,129764.5
2776,128331.35
2777,131911.75
2778,90255.84
2779,123074.516
2780,82057.72
2781,95960.7
2782,105352.72
2783,92459.42
2784,119786.29
2785,129930.93
2786,68239.12
2787,105104.24
2788,95198.67
2789,178342.19
2790,79866.87
2791,108605.51
2792,59706.7
2793,108212.74
2794,103003.52
2795,112763.91
2796,100061.93
2797,202801.69
2798,114102.72
2799,105459.78
2800,78205.79
2801,101697.805
2802,140725.98
2803,155332.4
2804,135888.62
2805,100013.086
2806,88396.914
2807,139146.7
2808,126030.305
2809,120268.89
2810,123649.34
2811,158082.8
2812,132175.44
2813,157934.81
2814,158977.06
2815,94442.69
2816,203431.05
2817,115805.9
2818,120444.96
2819,142633.14
2820,125350.29
2821,106017.734
2822,194460.6
2823,282779.53
2824,185517.5
2825,150575.56
2826,111651.22
2827,134089.94
2828,227069.2
2829,170095.42
2830,214538.66
2831,164544.52
2832,267369.94
2833,270440.88
2834,196167.9
2835,216033.75
2836,180049.25
2837,145101.52
2838,150702.4
2839,187976.27
2840,199580.05
2841,186435.7
2842,195508.44
2843,122086.92
2844,123985.17
2845,113624.49
2846,188070.05
2847,183137.7
2848,164019.19
2849,191356.67
2850,265664.44
2851,208993.44
2852,227321.84
2853,217726.05
2854,137323.36
2855,180506.75
2856,178342.19
2857,178342.19
2858,172179.11
2859,129090.43
2860,116195.195
2861,130813.445
2862,178475.23
2863,126787.5
2864,271831.25
2865,137831.9
2866,138664.25
2867,99038.586
2868,79660.79
2869,114597.93
2870,139781.4
2871,102623.375
2872,61634.285
2873,96569.195
2874,130119.04
2875,97920.03
2876,142500.03
2877,126292.836
2878,148255.64
2879,143716.75
2880,93887.79
2881,147932.22
2882,163643.42
2883,163371.94
2884,193348.11
2885,168607.16
2886,219022.88
2887,88867.305
2888,114732.11
2889,56930.227
2890,82470.46
2891,127853.71
2892,40567.895
2893,79315.414
2894,55083.47
2895,229645.06
2896,237725.4
2897,204444.55
2898,138479.5
2899,219472.64
2900,139107.56
2901,204933.73
2902,166543.19
2903,343783.84
2904,314017.9
2905,90879.98
2906,174498.88
2907,113003.766
2908,127499.14
2909,137984.22
2910,82558.125
2911,84429.12
2912,137537.0
2913,87479.68
2914,81845.21
2915,84277.63
2916,87479.68
2917,144625.7
2918,129704.62
2919,213883.9
